"date","site.id","site.name","elev","long","lat","value","se.fit","df","residual.scale","modern","anom"
-1050,9814,"Alpine Pond",3200,-112.82446,37.63632,12.6275576600954,0.489178152418092,NA,NA,12.8912502062506,-0.263692546155163
-1050,10000,"Bear Lake",2778,-112.147175,36.371125,15.0148115731404,0.783381916980948,NA,NA,16.2237048759651,-1.20889330282472
-1050,244,"Bechan Cave",1280,-110.866666666667,37.3666666666667,21.4924775889163,0.215514672316639,NA,NA,28.2204170358259,-6.72793944690959
-1050,246,"Beef Pasture",3060,-108.160375,37.473105,13.2232673869457,1.31967463284314,NA,NA,14.5692096134051,-1.34594222645945
-1050,339,"Cascade Fen [Engineer Mountain Bog]",2690,-107.808675,37.647645,12.7996523474169,0.878397516038642,NA,NA,14.7509228877298,-1.95127054031289
-1050,13680,"Chihuahueños Bog",2925,-106.510525,36.047665,15.0568610816958,1.46276008281439,NA,NA,14.9605067041334,0.0963543775624149
-1050,486,"Columbine Ranch Fen",2694,-107.81571,37.60664,13.2011587589233,0.278764080880796,NA,NA,14.6372041138629,-1.43604535493961
-1050,2957,"Como Lake",3523,-105.514165,37.569525,13.044478319699,0.766680300490241,NA,NA,9.55612818064036,3.48835013905862
-1050,504,"Crane Lake",2590,-112.148895,36.52986,15.0964896402202,0.394966056563519,NA,NA,16.989092583515,-1.89260294329486
-1050,11617,"Cumbres Bog",3100,-106.45052,37.021745,18.2861780582204,1.51465344271665,NA,NA,13.566567650834,4.71961040738646
-1050,982,"Hay Lake",2780,-109.425,34,19.8362419419922,0.395504166568851,NA,NA,14.5992815863824,5.23696035560985
-1050,2955,"Head Lake",2300,-105.740635,37.71109,14.8476269187201,0.779591070616326,NA,NA,18.0169064960871,-3.16927957736698
-1050,23930,"Hermit Lake",3450,-105.63166,38.08806,10.2518249817408,0.738922390872738,NA,NA,9.66606600072523,0.585758981015605
-1050,13486,"Hunters Lake",3516,-106.843695,37.611035,11.4451472671535,0.305369555127657,NA,NA,10.853368062921,0.591779204232514
-1050,10061,"Lake Emma",3740,-107.61537,37.902105,22.8389633951672,8.80592009118694,NA,NA,8.68493573175105,14.1540276634162
-1050,9830,"Lowder Creek Bog",3127,-112.792245,37.67214,13.0891572220767,0.15717836207585,NA,NA,12.8462329737844,0.242924248292354
-1050,1705,"Molas Lake",3200,-107.682735,37.74759,11.2726712573142,0.254012237643943,NA,NA,11.890517896094,-0.617846638779739
